Ticker,Company,Date,Open,High,Low,Close,Volume,Daily_Return
CAT,Caterpillar Inc,2024-05-16,356.75,358.77,349.61,350.72,2821686.0,-0.02588601266525936
CAT,Caterpillar Inc,2024-05-17,352.97,356.41,351.56,356.27,2104332.0,0.015824589416058243
CAT,Caterpillar Inc,2024-05-20,356.4,364.4299,354.77,362.75,2247917.0,0.018188452578100867
CAT,Caterpillar Inc,2024-05-21,362.26,363.24,357.5,359.07,1841136.0,-0.010144727773949036
CAT,Caterpillar Inc,2024-05-22,358.5,359.2,352.56,355.94,2104298.0,-0.008716963266215516
CAT,Caterpillar Inc,2024-05-23,360.4,361.34,348.79,350.7,2749157.0,-0.014721582289149882
CAT,Caterpillar Inc,2024-05-24,352.64,353.91,346.68,348.9,2635223.0,-0.0051325919589393365
CAT,Caterpillar Inc,2024-05-28,348.0,349.2317,344.4,346.47,2264877.0,-0.006964746345657691
CAT,Caterpillar Inc,2024-05-29,345.0,345.31,337.72,338.11,3040026.0,-0.024129073224232966
CAT,Caterpillar Inc,2024-05-30,338.47,344.55,338.47,339.25,2746084.0,0.003371683771553613
CAT,Caterpillar Inc,2024-05-31,339.34,340.885,335.06,338.52,8319505.0,-0.002151805453205702
CAT,Caterpillar Inc,2024-06-03,340.87,341.4,325.75,331.36,3878646.0,-0.021150892118633968
CAT,Caterpillar Inc,2024-06-04,328.71,330.33,324.5001,327.57,3706638.0,-0.011437711250603666
CAT,Caterpillar Inc,2024-06-05,329.48,331.27,326.7,329.45,2616330.0,0.0057392313093385106
CAT,Caterpillar Inc,2024-06-06,330.22,331.03,327.09,328.29,2452154.0,-0.0035210198816207905
CAT,Caterpillar Inc,2024-06-07,326.2,332.8799,323.7176,328.94,2499318.0,0.001979956745560285
CAT,Caterpillar Inc,2024-06-10,328.71,331.91,328.44,329.61,2640555.0,0.0020368456253421208
CAT,Caterpillar Inc,2024-06-11,327.76,328.64,323.725,327.31,3247002.0,-0.006977943630351091
CAT,Caterpillar Inc,2024-06-12,333.15,335.17,326.0,328.73,4817488.0,0.004338394793926392
CAT,Caterpillar Inc,2024-06-13,327.5,327.89,321.45,326.36,3183935.0,-0.0072095640799439975
CAT,Caterpillar Inc,2024-06-14,321.39,322.675,315.85,321.47,4195333.0,-0.014983453854639062
CAT,Caterpillar Inc,2024-06-17,321.47,323.84,318.88,322.4,3198913.0,0.0028929604628735728
CAT,Caterpillar Inc,2024-06-18,323.05,325.6,321.0,325.14,3275381.0,0.008498759305211046
CAT,Caterpillar Inc,2024-06-20,325.06,331.1,324.58,329.13,4463440.0,0.012271636833364186
CAT,Caterpillar Inc,2024-06-21,330.53,330.55,326.18,327.84,8265206.0,-0.00391942393583089
